restname,zipcode,inspdate,score,address,lat,longi,procdesc,facid,;
Sherlock's Pub & Grill,78757,2014-12-04,91,"9012 RESEARCH BLVD SB
AUSTIN  TX 78757
(30.35485274200005  -97.71712931699994)",30.354852742,-97.717129317,Routine Inspection,2802415,;
Sherlock's Pub & Grill,78757,2014-06-20,93,"9012 RESEARCH BLVD SB
AUSTIN  TX 78757
(30.35485274200005  -97.71712931699994)",30.354852742,-97.717129317,Routine Inspection,2802415,;
Sherlock's Pub & Grill,78757,2013-01-16,73,"9012 RESEARCH BLVD SB
AUSTIN  TX 78757
(30.35485274200005  -97.71712931699994)",30.354852742,-97.717129317,Routine Inspection,2802415,;
Sherlock's Pub & Grill,78757,2013-10-15,84,"9012 RESEARCH BLVD SB
AUSTIN  TX 78757
(30.35485274200005  -97.71712931699994)",30.354852742,-97.717129317,Routine Inspection,2802415,;
Shiner's Saloon,78701,2012-05-23,86,"422 CONGRESS AVE Unit D
AUSTIN  TX 78701
(30.266940976000058  -97.74326961599996)",30.266940976,-97.743269616,Routine Inspection,10166446,;
Shiner's Saloon,78701,2015-01-15,91,"422 CONGRESS AVE Unit D
AUSTIN  TX 78701
(30.266940976000058  -97.74326961599996)",30.266940976,-97.743269616,Routine Inspection,10166446,;
Shiner's Saloon,78701,2012-12-06,90,"422 CONGRESS AVE Unit D
AUSTIN  TX 78701
(30.266940976000058  -97.74326961599996)",30.266940976,-97.743269616,Routine Inspection,10166446,;
Shiner's Saloon,78701,2013-06-28,94,"422 CONGRESS AVE Unit D
AUSTIN  TX 78701
(30.266940976000058  -97.74326961599996)",30.266940976,-97.743269616,Routine Inspection,10166446,;
Shipley Donuts,78750,2014-08-13,100,"10401 ANDERSON MILL RD Bunit 100
AUSTIN  TX 78750
(30.44711291300007  -97.80562073799996)",30.447112913,-97.805620738,Routine Inspection,10640653,;
Shipley Donuts,78717,2014-02-06,97,"10019 W PARMER LN Bldg 100
AUSTIN  TX 78717
(30.488968398000054  -97.77187962199997)",30.488968398,-97.771879622,Routine Inspection,10233685,;
Shipley Donuts,78757,2014-12-12,100,"2113 W ANDERSON LN
AUSTIN  TX 78757
(30.355054814000027  -97.72870246999997)",30.355054814,-97.72870247,Routine Inspection,10896718,;
Shipley Donuts,78717,2014-08-08,94,"10019 W PARMER LN Bldg 100
AUSTIN  TX 78717
(30.488968398000054  -97.77187962199997)",30.488968398,-97.771879622,Routine Inspection,10233685,;
Shipley Donuts,78717,2013-04-12,100,"10019 W PARMER LN Bldg 100
AUSTIN  TX 78717
(30.488968398000054  -97.77187962199997)",30.488968398,-97.771879622,Routine Inspection,10233685,;
Shipley Donuts,78750,2015-02-13,89,"10401 ANDERSON MILL RD Bunit 100
AUSTIN  TX 78750
(30.44711291300007  -97.80562073799996)",30.447112913,-97.805620738,Routine Inspection,10640653,;
Shipley Donuts,78757,2013-12-19,97,"2113 W ANDERSON LN
AUSTIN  TX 78757
(30.355054814000027  -97.72870246999997)",30.355054814,-97.72870247,Routine Inspection,10896718,;
Shipley Donuts,78750,2014-03-28,100,"10401 ANDERSON MILL RD Bunit 100
AUSTIN  TX 78750
(30.44711291300007  -97.80562073799996)",30.447112913,-97.805620738,Routine Inspection,10640653,;
Shipley Donuts,78750,2012-08-22,92,"10401 ANDERSON MILL RD Bunit 100
AUSTIN  TX 78750
(30.44711291300007  -97.80562073799996)",30.447112913,-97.805620738,Routine Inspection,10640653,;
Shipley Donuts,78717,2015-01-27,97,"10019 W PARMER LN Bldg 100
AUSTIN  TX 78717
(30.488968398000054  -97.77187962199997)",30.488968398,-97.771879622,Routine Inspection,10233685,;
Shipley Donuts,78717,2013-11-27,96,"10019 W PARMER LN Bldg 100
AUSTIN  TX 78717
(30.488968398000054  -97.77187962199997)",30.488968398,-97.771879622,Routine Inspection,10233685,;
Shipley Donuts,78717,2012-08-22,95,"10019 W PARMER LN Bldg 100
AUSTIN  TX 78717
(30.488968398000054  -97.77187962199997)",30.488968398,-97.771879622,Routine Inspection,10233685,;
Shipley Donuts,78757,2014-06-30,97,"2113 W ANDERSON LN
AUSTIN  TX 78757
(30.355054814000027  -97.72870246999997)",30.355054814,-97.72870247,Routine Inspection,10896718,;
Shipley Donuts,78750,2013-09-26,93,"10401 ANDERSON MILL RD Bunit 100
AUSTIN  TX 78750
(30.44711291300007  -97.80562073799996)",30.447112913,-97.805620738,Routine Inspection,10640653,;
Shipley Donuts,78750,2013-02-25,93,"10401 ANDERSON MILL RD Bunit 100
AUSTIN  TX 78750
(30.44711291300007  -97.80562073799996)",30.447112913,-97.805620738,Routine Inspection,10640653,;
Shipley Do-Nuts,78745,2013-07-01,87,"8213 BRODIE LN Unit 116
AUSTIN  TX 78745
(30.201044284000034  -97.83858521599996)",30.201044284,-97.838585216,Routine Inspection,10004890,;
Shipley Do-Nuts,78745,2015-01-15,91,"8213 BRODIE LN Unit 116
AUSTIN  TX 78745
(30.201044284000034  -97.83858521599996)",30.201044284,-97.838585216,Routine Inspection,10004890,;
Shipley Do-Nuts,78745,2014-08-06,96,"8213 BRODIE LN Unit 116
AUSTIN  TX 78745
(30.201044284000034  -97.83858521599996)",30.201044284,-97.838585216,Routine Inspection,10004890,;
Shipley Do-Nuts,78745,2014-02-03,82,"8213 BRODIE LN Unit 116
AUSTIN  TX 78745
(30.201044284000034  -97.83858521599996)",30.201044284,-97.838585216,Routine Inspection,10004890,;
Shipley Do-Nuts,78745,2012-12-18,75,"8213 BRODIE LN Unit 116
AUSTIN  TX 78745
(30.201044284000034  -97.83858521599996)",30.201044284,-97.838585216,Routine Inspection,10004890,;
Shipley Do-Nuts,78745,2012-05-11,88,"8213 BRODIE LN Unit 116
AUSTIN  TX 78745
(30.201044284000034  -97.83858521599996)",30.201044284,-97.838585216,Routine Inspection,10004890,;
Shoal Creek Saloon,78703,2015-03-03,96,"909 N LAMAR BLVD
AUSTIN  TX 78703
(30.274476899000035  -97.75250285099997)",30.274476899,-97.752502851,Routine Inspection,2800778,;
Shoal Creek Saloon,78703,2013-05-15,74,"909 N LAMAR BLVD
AUSTIN  TX 78703
(30.274476899000035  -97.75250285099997)",30.274476899,-97.752502851,Routine Inspection,2800778,;
Shoal Creek Saloon,78703,2012-11-27,80,"909 N LAMAR BLVD
AUSTIN  TX 78703
(30.274476899000035  -97.75250285099997)",30.274476899,-97.752502851,Routine Inspection,2800778,;
Shoal Creek Saloon,78703,2014-08-08,92,"909 N LAMAR BLVD
AUSTIN  TX 78703
(30.274476899000035  -97.75250285099997)",30.274476899,-97.752502851,Routine Inspection,2800778,;
Shoal Crossing Event Center,78759,2012-12-07,89,"8611 N MOPAC EXPY NB
AUSTIN  TX 78759
(30.373539719000064  -97.74001096299997)",30.373539719,-97.740010963,Routine Inspection,10692332,;
Shoal Crossing Event Center,78759,2015-01-06,94,"8611 N MOPAC EXPY NB
AUSTIN  TX 78759
(30.373539719000064  -97.74001096299997)",30.373539719,-97.740010963,Routine Inspection,10692332,;
Shoal Crossing Event Center,78759,2013-07-25,97,"8611 N MOPAC EXPY NB
AUSTIN  TX 78759
(30.373539719000064  -97.74001096299997)",30.373539719,-97.740010963,Routine Inspection,10692332,;
Shoal Crossing Event Center,78759,2014-07-08,100,"8611 N MOPAC EXPY NB
AUSTIN  TX 78759
(30.373539719000064  -97.74001096299997)",30.373539719,-97.740010963,Routine Inspection,10692332,;
Shogun,78748,2014-07-10,82,"1807 W SLAUGHTER LN
AUSTIN  TX 78748
(30.173653393000052  -97.82206034199999)",30.173653393,-97.822060342,Routine Inspection,2800750,;
Shogun,78748,2015-01-07,70,"1807 W SLAUGHTER LN
AUSTIN  TX 78748
(30.173653393000052  -97.82206034199999)",30.173653393,-97.822060342,Routine Inspection,2800750,;
Shogun,78748,2014-01-02,81,"1807 W SLAUGHTER LN
AUSTIN  TX 78748
(30.173653393000052  -97.82206034199999)",30.173653393,-97.822060342,Routine Inspection,2800750,;
Shogun,78748,2012-06-18,97,"1807 W SLAUGHTER LN
AUSTIN  TX 78748
(30.173653393000052  -97.82206034199999)",30.173653393,-97.822060342,Routine Inspection,2800750,;
Shogun,78748,2013-01-29,87,"1807 W SLAUGHTER LN
AUSTIN  TX 78748
(30.173653393000052  -97.82206034199999)",30.173653393,-97.822060342,Routine Inspection,2800750,;
Shooters Billards and Sports Bar,78726,2014-07-22,100,"11416 N FM 620 RD
AUSTIN  TX 78726
(30.453461986000036  -97.82796002499998)",30.453461986,-97.827960025,Routine Inspection,2803085,;
Shooters Billards and Sports Bar,78726,2013-01-14,97,"11416 N FM 620 RD
AUSTIN  TX 78726
(30.453461986000036  -97.82796002499998)",30.453461986,-97.827960025,Routine Inspection,2803085,;
